,review,rating,sbjText,actText,actVerbNeg,objText,locText,sbjSentType,objSentType,objSentFromSbjType,locSentType,sbjSentScore,objSentScore,objSentFromSbjScore,actVerbText,locSentScore,actLemma,actVerbTense,foundKeyword,aggKeyword,count
43903,223246,good,boarding in venice,took,0.0,all of 15 minutes,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,take,0.0,take,past,board,ship,1
43911,223246,good,our waiters halili and stephen,to ensure,0.0,we had a good time,,neutral,positive,positive,neutral,0.0,0.467894,0.492834,ensure,0.0,to ensure,future,waiter,dining,1
43921,223246,good,we,used,0.0,the ship excursion,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,use,0.0,use,past,ship,ship,1
43945,249389,good,the frequent ship maps by elevators,does,0.0,help navigate a very large ship that can be confusing to some,,neutral,negative,neutral,neutral,0.0,-0.775186,0.0,do,0.0,do,present,ship,ship,1
43946,249389,good,the frequent ship maps by elevators,help,0.0,navigate a very large ship that can be confusing to some,,neutral,negative,positive,neutral,0.0,-0.777853,0.431174,help,0.0,help,present,ship,ship,1
43947,249389,good,the frequent ship maps by elevators,does help navigate,0.0,a very large ship that can be confusing to some,,neutral,negative,positive,neutral,0.0,-0.779407,0.710418,navigate,0.0,do help navigate,present,ship,ship,1
43948,249389,good,a very large ship,can be,0.0,confusing to some,,neutral,negative,neutral,neutral,0.0,-0.835967,0.0,be,0.0,can be,future,ship,ship,1
43949,249389,good,a very large ship,confusing,0.0,to some,,neutral,neutral,negative,neutral,0.0,0.0,-0.784485,confuse,0.0,confuse,future,ship,ship,1
43957,249389,good,food a major item for most cruisers,was,0.0,underwhelming,,neutral,negative,neutral,neutral,0.0,-0.819689,0.0,be,0.0,be,past,food,food,1
43958,249389,good,the buffet in particular,was,0.0,the most disappointing of any cruise line in recent years including norwegian princess royal caribbean and carnival,,neutral,negative,neutral,neutral,0.0,-0.708865,0.0,be,0.0,be,past,buffet,food,1
43962,249389,good,it,was,0.0,hard to find a friend egg and none were poached or benedict in the buffet,,neutral,negative,neutral,neutral,0.0,-0.628926,0.0,be,0.0,be,past,buffet,food,1
43965,249389,good,most disappointing,was,0.0,the buffet hours,,negative,neutral,neutral,neutral,-0.846186,0.0,0.0,be,0.0,be,past,buffet,food,1
43968,249389,good,pizza,was,0.0,the only constant food choice besides fresh fruit,,neutral,positive,neutral,neutral,0.0,0.413505,0.0,be,0.0,be,past,food,food,1
43980,61416,bad,this ship the msc fantasia,was,0.0,absolutely beautiful,,positive,positive,neutral,neutral,0.209859,0.740384,0.0,be,0.0,be,past,ship,ship,1
43983,61416,bad,the food,was,0.0,atrocious,,neutral,negative,neutral,neutral,0.0,-0.625491,0.0,be,0.0,be,past,food,food,1
43984,61416,bad,the ship,had,0.0,only two special full service restaurants,,neutral,negative,neutral,neutral,0.0,-0.646946,0.0,have,0.0,have,past,ship,ship,1
44022,61416,bad,the food,was,0.0,cheap and mushy,,neutral,negative,neutral,neutral,0.0,-0.881919,0.0,be,0.0,be,past,food,food,1
44030,110902,good,memories,to last,0.0,a lifetime as promised in their brochure,,neutral,negative,negative,neutral,0.0,-0.359149,-0.500066,last,0.0,to last,future,time,time,1
44033,110902,good,the ship,was transferred,0.0,to ravenna,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,transfer,0.0,be transfer,past,ship,ship,1
44034,110902,good,the ship,is,0.0,magnificent clean and great,,neutral,positive,neutral,neutral,0.0,0.953852,0.0,be,0.0,be,present,ship,ship,1
44035,110902,good,food and drink,served,0.0,,in a restaurant,positive,neutral,neutral,positive,0.216455,0.0,0.0,serve,0.246339,serve,past,food,food,1
44036,110902,good,food and drink served in a restaurant,was,0.0,from an excellent menu,,neutral,positive,neutral,neutral,0.0,0.813694,0.0,be,0.0,be,past,food,food,1
44041,110902,good,there,has,0.0,a good range of wines beers spirits cocktails and ice cream of which the ship produces an addictive range of,,neutral,positive,neutral,neutral,0.0,0.877939,0.0,has,0.0,has,present,ship,ship,1
44042,110902,good,service at all meal times in the restaurants,is,0.0,great,,neutral,positive,neutral,neutral,0.0,0.604214,0.0,be,0.0,be,present,times,time,1
44052,110902,good,only other comment on food,is,0.0,at breakfast,,negative,positive,neutral,neutral,-0.481976,0.528612,0.0,be,0.0,be,present,food,food,1
44054,110902,good,we used the buffet which can be something of scrum at peaks time such as ahead of visit,found,0.0,a clear table,,positive,positive,neutral,neutral,0.485548,0.663457,0.0,find,0.0,find,past,table,dining,1
44057,110902,good,i,know,0.0,the business of the buffet put some people off,,neutral,positive,neutral,neutral,0.0,0.352396,0.0,know,0.0,know,present,buffet,food,1
44059,110902,good,you,want,0.0,quick food,,neutral,positive,neutral,neutral,0.0,0.59139,0.0,want,0.0,want,present,food,food,1
44084,253477,good,i,were to try and find,0.0,some negatives about the experience on the splendida and the yc it would have to be the food in l'olivio,,neutral,negative,neutral,neutral,0.0,-0.267713,0.0,try,0.0,be to try and find,past,food,food,1
44085,253477,good,i,were to try and find,0.0,some negatives about the experience on the splendida and the yc it would have to be the food in l'olivio,,neutral,negative,neutral,neutral,0.0,-0.267713,0.0,find,0.0,be to try and find,past,food,food,1
44091,253477,good,food,was,0.0,available in the lounge buffet or the pool deck buffet as well as some report times for various activities,,neutral,positive,neutral,neutral,0.0,0.53663,0.0,be,0.0,be,past,times,time,1
44092,253477,good,the rest of the experience on the ship,was,0.0,top notch,,neutral,positive,neutral,neutral,0.0,0.298828,0.0,be,0.0,be,past,ship,ship,1
44095,253477,good,ships in port the less,appealing,0.0,the excursion experience,,negative,positive,positive,neutral,-0.355505,0.445975,0.485019,appeal,0.0,appeal,present,ship,ship,1
44101,253477,good,other advantages to the yc,is,0.0,having the express elevator at the bow of the ship,,positive,neutral,neutral,neutral,0.552274,0.0,0.0,be,0.0,be,present,ship,ship,1
44102,253477,good,the yc,is having,0.0,the express elevator at the bow of the ship,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,have,0.0,be have,present,ship,ship,1
44107,221110,good,we,were,0.0,pulling up at our ship,,neutral,positive,neutral,neutral,0.0,0.392827,0.0,be,0.0,be,past,ship,ship,1
44114,221110,good,the lovely outdoor areas,dotted,0.0,around the shipwe,,positive,neutral,neutral,neutral,0.648776,0.0,0.0,dot,0.0,dot,past,ship,ship,1
44136,221110,good,we,took,0.0,the ship's shuttle,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,take,0.0,take,past,ship,ship,1
44145,221110,good,this ship,was,0.0,great,,neutral,positive,neutral,neutral,0.0,0.604214,0.0,be,0.0,be,past,ship,ship,1
44147,221110,good,we,enjoyed,0.0,all of the food,,neutral,neutral,positive,neutral,0.0,0.0,0.699407,enjoy,0.0,enjoy,past,food,food,1
44148,221110,good,all of the food and the shows entertainment,were,0.0,good fun,,positive,positive,neutral,neutral,0.420912,0.805555,0.0,be,0.0,be,past,entertainment,entertainment,1
44150,221110,good,msc,will certainly appeal,0.0,to familieswe were lucky enough to have two irish couples around our own age at our table for dinner,,neutral,positive,positive,neutral,0.0,0.771209,0.240024,appeal,0.0,will certainly appeal,future,table,dining,1
44151,221110,good,kids cruise fee with msc which will certainly appeal to familieswe,to have,0.0,two irish couples around our own age at our table for dinner and we had great fun with them,,neutral,positive,negative,neutral,0.0,0.883801,-0.246032,have,0.0,to have,past,table,dining,1
44157,253697,bad,the whole process,was,0.0,totally disorganized with people irritable especially those with young children,,neutral,negative,neutral,neutral,0.0,-0.866104,0.0,be,0.0,be,past,table,dining,1
44169,253697,bad,toilet onboard,means,0.0,that they turn a blind eye to this,,negative,negative,neutral,neutral,-0.694801,-0.77563,0.0,mean,0.0,mean,present,board,ship,1
44187,247729,good,the food in villa verde,was,0.0,very enjoyable,,negative,positive,neutral,neutral,-0.230232,0.821056,0.0,be,0.0,be,past,food,food,1
44196,247729,good,the waiters,were,0.0,adorable,,neutral,positive,neutral,neutral,0.0,0.67353,0.0,be,0.0,be,past,waiter,dining,1
44201,247729,good,the ship,is,0.0,so large,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,present,ship,ship,1
44207,247729,good,i,like to see,0.0,the smokers herded off to a tender and trailled half a kilometre behind the ship,,neutral,negative,positive,neutral,0.0,-0.483063,0.449965,see,0.0,like to see,future,ship,ship,1
44224,247729,good,ps i,thought,0.0,it might also be useful for people doing actual cruise research so here it is again,,neutral,positive,neutral,neutral,0.0,0.248885,0.0,think,0.0,think,past,people,people,1
44242,260824,good,we,were,0.0,on board,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,board,ship,1
44244,260824,good,the ship,is,0.0,lovely,,neutral,positive,neutral,neutral,0.0,0.610521,0.0,be,0.0,be,present,ship,ship,1
44252,260824,good,entertainment food and drink,was,0.0,,,positive,neutral,neutral,neutral,0.534012,0.0,0.0,be,0.0,be,past,entertainment,entertainment,1
44261,260824,good,the buffet restaurant,had,0.0,a great choice,,positive,positive,neutral,neutral,0.377549,0.78174,0.0,have,0.0,have,past,buffet,food,1
44263,260824,good,midnight the outside grill,serves,0.0,a freshly made range of fantastic pizza and at the other side chips burgers hot dogs etc and at certain times of the day there is also a pasta station and a kids station,,positive,positive,neutral,neutral,0.479037,0.776111,0.0,serve,0.0,serve,present,times,time,1
44264,260824,good,the buffet and grill,gets,0.0,very busy,,positive,positive,neutral,neutral,0.60549,0.217522,0.0,get,0.0,get,present,buffet,food,1
44266,260824,good,you,need to try and judge,0.0,the best time,,neutral,positive,negative,neutral,0.0,0.657622,-0.388031,try,0.0,need to try and judge,future,time,time,1
44267,260824,good,you,need to try and judge,0.0,the best time,,neutral,positive,negative,neutral,0.0,0.657622,-0.388031,judge,0.0,need to try and judge,present,time,time,1
44268,260824,good,you,want,0.0,to avoid the very busy periods ie the hour before the time to get off the ship when docked and 1pm,,neutral,negative,neutral,neutral,0.0,-0.749793,0.0,want,0.0,want,present,time,time,1
44271,260824,good,seven courses,was,0.0,to choose from sometimes we were leaving at around 11ish after around 4 or 5 glasses of wine,,positive,neutral,neutral,neutral,0.201367,0.0,0.0,be,0.0,be,past,times,time,1
44273,260824,good,seven courses to choose from sometimes we,were leaving,0.0,,,positive,neutral,neutral,neutral,0.343364,0.0,0.0,leave,0.0,be leave,past,times,time,1
44294,75371,bad,i,have,0.0,never waited as long to get on a boat,,neutral,negative,neutral,neutral,0.0,-0.411898,0.0,have,0.0,have,present,boat,ship,1
44295,75371,bad,i,waited,0.0,as long to get on a boat,,neutral,negative,neutral,neutral,0.0,-0.346692,0.0,wait,0.0,wait,past,boat,ship,1
44308,75371,bad,a friend we made on board,complained,0.0,to no avail,,positive,negative,negative,neutral,0.373931,-0.560245,-0.565006,complain,0.0,complain,past,board,ship,1
44312,75371,bad,people,trying,0.0,to cut in,,neutral,neutral,negative,neutral,0.0,0.0,-0.385703,try,0.0,try,present,people,people,1
44314,75371,bad,the food,served,0.0,there was very disappointing,,neutral,negative,negative,neutral,0.0,-0.810223,-0.271596,serve,0.0,serve,past,food,food,1
44315,75371,bad,the food served there,was,0.0,very disappointing,,negative,negative,neutral,neutral,-0.33139,-0.856882,0.0,be,0.0,be,past,food,food,1
44325,75371,bad,we,are used,0.0,to choices and lovely surprises on cruise ships not military cafeterias,,neutral,positive,negative,neutral,0.0,0.520673,-0.205281,use,0.0,be use,past,cruise ship,ship,1
44326,75371,bad,the dining room food,was,0.0,good,,positive,positive,neutral,neutral,0.245771,0.494921,0.0,be,0.0,be,past,dining room,dining,1
44329,75371,bad,i,trying,0.0,to stir my food around like i was 5,,neutral,neutral,negative,neutral,0.0,0.0,-0.385703,try,0.0,try,present,food,food,1
44347,260550,good,people,cruising,0.0,with non european companies,,neutral,neutral,positive,neutral,0.0,0.0,0.456429,cruise,0.0,cruise,future,people,people,1
44352,90868,bad,this,is,0.0,the current flagship of the msc fleet,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,present,ship,ship,1
44353,90868,bad,the ship itself,is,0.0,great the food,,neutral,positive,neutral,neutral,0.0,0.654507,0.0,be,0.0,be,present,ship,ship,1
44354,90868,bad,great the food,is,0.0,good,,positive,positive,neutral,neutral,0.654507,0.494921,0.0,be,0.0,be,present,food,food,1
44358,90868,bad,hours,had commenced,0.0,boarding,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,commence,0.0,have commence,past,board,ship,1
44364,90868,bad,we,chose,0.0,another tour of greater value they could charge us the difference on the ship,,neutral,positive,neutral,neutral,0.0,0.693785,0.0,choose,0.0,choose,past,ship,ship,1
44365,90868,bad,they,could charge,0.0,the difference on the ship,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,charge,0.0,could charge,future,ship,ship,1
44377,90868,bad,we,were,0.0,not offered food or drink,,neutral,negative,neutral,neutral,0.0,-0.348575,0.0,be,0.0,be,past,food,food,1
44378,90868,bad,we,offered,1.0,food or drink,,neutral,negative,neutral,neutral,0.0,-0.215309,0.0,offer,0.0,offer,past,food,food,1
44382,90868,bad,the staff,tracking,0.0,the affected passengers disembarkation,,positive,negative,positive,neutral,0.310874,-0.463775,0.391781,track,0.0,track,present,passengers,people,1
44386,90868,bad,we,managed,0.0,to get off the boat,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,manage,0.0,manage,past,boat,ship,1
44389,90868,bad,the passengers with luggage at the end of the list,waited,0.0,for their luggage to be available,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,wait,0.0,wait,past,passengers,people,1
44398,260556,bad,you,boarded,0.0,the ship,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,board,0.0,board,past,board,ship,1
44402,260556,bad,none of our waiters,understood,0.0,english which was very difficult,,negative,negative,neutral,neutral,-0.773935,-0.469341,0.0,understand,0.0,understand,past,waiter,dining,1
44403,260556,bad,the food,was,0.0,mediocre,,neutral,negative,neutral,neutral,0.0,-0.809098,0.0,be,0.0,be,past,food,food,1
44413,260556,bad,the buffet lines,were,0.0,insane absolutely no organization,,positive,negative,neutral,neutral,0.2488,-0.723122,0.0,be,0.0,be,past,buffet,food,1
44426,260556,bad,no pictures being taken off the ship and the most rude attendants not even speaking to us or saying have a great time,were,0.0,,,negative,neutral,neutral,neutral,-0.713772,0.0,0.0,be,0.0,be,past,time,time,1
44427,260556,bad,the most rude attendants,saying,0.0,a great time,,negative,positive,negative,neutral,-0.751056,0.777551,-0.326794,say,0.0,say,present,time,time,1
44428,260556,bad,the ship and the most rude attendants,have,0.0,a great time,,negative,positive,neutral,neutral,-0.722431,0.777551,0.0,have,0.0,have,present,time,time,1
44429,260556,bad,right next to us,was,0.0,the norwegian getaway ship,,positive,negative,neutral,neutral,0.579136,-0.26949,0.0,be,0.0,be,past,ship,ship,1
44433,260556,bad,the entire ship,did,0.0,not speak or understand english,,positive,negative,neutral,neutral,0.320785,-0.434952,0.0,do,0.0,do,past,ship,ship,1
44434,260556,bad,the entire ship,understand,1.0,english,,positive,neutral,neutral,neutral,0.320785,0.0,0.0,understand,0.0,understand,past,ship,ship,1
44446,86955,bad,the onboard shops,were,0.0,fairly expensive,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,board,ship,1
44447,86955,bad,fairly typical of cruise ship marketthe worst element,was,0.0,the terrible cruise directorhis input,,negative,negative,neutral,neutral,-0.666074,-0.752506,0.0,be,0.0,be,past,cruise director,service,1
44449,86955,bad,the onboard shops,trying and failing to provide,0.0,entertainment more,,neutral,positive,negative,neutral,0.0,0.433342,-0.787413,provide,0.0,try and fail to provide,future,entertainment,entertainment,1
44460,81279,bad,we,visiting,0.0,our cabin we went to the buffet trying to give some bread and milk to our two small girls,,neutral,positive,neutral,neutral,0.0,0.469981,0.0,visit,0.0,visit,present,buffet,food,1
44465,81279,bad,we,asked,0.0,where could we get some bread and milk and they told us that only room service could provide that,,neutral,negative,neutral,neutral,0.0,-0.625664,0.0,ask,0.0,ask,past,room service,dining,1
